key,en,de,es,fr,zh
T_STORY_100_LEVEL_GATE,"We… we did it!! I can’t believe the Gigasprite nightmare is over! Now that the grid is gone I can finally start rebuilding my home sector, I can’t wait to show you-

Yes, there are more parasprites out there to stop, but don’t you want to take a rest, even for a bit? Ha, I suppose that isn’t really your style. But, uh, don’t die, because when the archive brings you back it’s bringing Gigasprite back with you! 

I’m really going to miss you, but I’m always just a click away. See you around, my friend. And thank you.","Wir... wir haben es geschafft!! Ich kann nicht glauben, dass der Gigasprite-Albtraum vorbei ist! Jetzt, wo das Raster weg ist, kann ich endlich mit dem Wiederaufbau meines Heimatsektors beginnen, ich kann es kaum erwarten, ihn dir zu zeigen...

Ja, es gibt noch mehr Parasprites da draußen, die es zu stoppen gilt, aber willst du nicht eine Pause einlegen, wenn auch nur für eine Weile? Ha, das ist wohl nicht dein Stil. Aber, äh, stirb nicht, denn wenn das Archiv dich zurückbringt, dann kommt Gigasprite mit dir zurück! 

Ich werde dich wirklich vermissen, aber ich bin immer nur einen Klick entfernt. Wir sehen uns wieder, mein Freund. Und danke.","¡ Lo... lo hemos logrado! ¡ No puedo creer que la pesadilla de Gigasprite se haya terminado! Ahora que la matriz ha desaparecido, por fin puedo empezar a reconstruir mi sector. Tengo ganas de mostrártelo...

Sí, lo sé, hay más zombipíxeles que detener, pero... ¿no quieres descansar, aunque sea un poco? Ja, supongo que no es tu estilo. Pero no te mueras, porque cuando el archivo te traiga de vuelta, ¡ traerá a Gigasprite contigo!

Te voy a echar de menos, pero siempre estoy a un clic de distancia. Nos vemos, amigo mío. Y gracias.","On... on a réussi ! J'ai du mal à croire que le cauchemar Gigastprite est terminé ! Maintenant que l'Anti-matrice a disparu, je peux enfin commencer à reconstruire mon secteur d'origine. J'ai hâte de te montrer —

Oui, il y a plus de parasprites à arrêter, mais tu ne veux pas faire une pause, même pour un moment ? Ha, j’imagine que ce n’est pas vraiment ton style. Mais, hum, ne meurt pas, car quand l’Archive te ramène, elle va aussi ramener Gigasprite !

Tu vas vraiment me manquer, mais je reste dans le secteur. On se dit à bientôt alors, mon ami. Et merci.
","我们......我们成功了！!我无法相信超级精灵的噩梦已经结束了!现在网消失了，我终于可以开始重建我的家园了，我迫不及待地想让你看看......

是的，还有更多的小型精灵要阻止，但你不想休息一下吗，哪怕是一会儿？哈，我想这并不是你的风格。但是，呃，不要死，因为当档案馆把你带回来的时候，就是把超级精灵也带回来了!

我真的会想念你，但我永远只是一个点击的距离。再见，我的朋友。谢谢你。"
T_STORY_LADDER_TEASER,"Hey, Chip. Aren’t you Chip? You’re both named Chip?! Oh, just the other one. Uh, alright, that’s fine. Anyways, congrats on doing that thing with like saving the system and stuff, but I kind of found something I think you’ll dig. Back at the title screen of the game- 

This game. The one we’re in. Yes we are. Duuuude, stop arguing and let me get this out!

Right, so there’s this like place called the LADDER, and every week there’s a fresh system where you compete with a whole multiverse of other versions of you to see who can get the furthest. You should check it out since you’re all in love with saving systems or whatever.","Hey, Chip. Bist du nicht Chip? Ihr heißt beide Chip?! Oh, nur der andere. Äh, in Ordnung, das ist in Ordnung. Wie auch immer, ich gratuliere dir, dass du das System gerettet hast und so, aber ich habe etwas gefunden, das dir gefallen wird. Zurück zum Titelbildschirm des Spiels... 

Dieses Spiel. Das, in dem wir sind. Ja, das sind wir. Maaaaan, hör auf zu streiten und lass mich zuende reden!

Also, es gibt da so einen Ort namens RANGLISTE, und jede Woche gibt es ein neues System, bei dem du gegen ein ganzes Multiversum von anderen Versionen von dir antrittst, um zu sehen, wer am weitesten kommt. Solltest du dir mal anschauen, echt jetzt!","Ey, Chip. ¿Eres Chip? ¡¿Los dos se llaman Chip?! Oh, solo el otro. Uh, de acuerdo, vale. De todas formas, felicidades por todo eso de intentar salvar al sistema y demás, pero creo haber encontrado algo que te gustará. Vuelve a la pantalla principal del juego...

De este juego, sí. En el que estamos. Sí, en el que estamos ahora. Amiiiiigo, ¡para ya con la discusión y déjame terminar!

Pues bien, hay un lugar llamado CARRERA en el que cada semana hay un nuevo sistema en el que competir contra todo un multiverso de otras versiones de ti, para ver quién llega más lejos. Deberías echarle un vistazo, ya que le has cogido el gusto a eso de salvar sistemas o lo que sea que hagas.","Hé, Chip. Vous n'êtes pas Chip ? Quoi ? Vous vous appelez tous les deux Chip ? ! Ho, juste l'autre. Eu, bien, ce n’est pas grave. Bref, félicitations pour avoir genre... sauver le système et tout, mais j'ai trouvé un truc qui devrait t'intéresser dans le menu principal du jeu-…

Ce jeu. Celui dans lequel on est. Oui, oui. Mec, arrête de tergiverser et laisse-moi parler !

OK, donc il y a cet endroit qui s'appelle le LADDER, et chaque semaine il y a comme un nouveau système dans lequel tu te bats au classement avec tout un multivers d'autres versions de toi pour voir qui arrive le plus loin. Tu devrais jeter un œil vu que tu as un penchant pour sauver les systèmes !
","嘿，芯片。你不是芯片吗？你们都叫芯片？哦，只是其中一个人。呃，好吧，这很好。总之，恭喜你完成了拯救系统之类的事情，但我发现了一些东西，我想你会喜欢。回到游戏的标题屏幕上。。。

这个游戏。我们所处的这个游戏。。老伙计，别吵了，让我把这个说出来吧!

是这样，有一个叫“天梯”的地方，每周都有一个新的系统，你和整个多元宇宙的其他版本的你竞争，看谁能走得最远。你应该去看看，因为你都爱上了存档系统或其他什么。"
T_STORY_REVIEW_PROMPT,TBD,,Próximamente,TBD,TBD
T_STORY_REVIEW_RESPONSE,TBD,,Próximamente,TBD,TBD
T_STORE_ONELINER,A tactical RPG where you create powerful builds to save a retro computer system.,Ein taktisches RPG. Erschaffe mächtige Builds aus einer Fülle an Items!,Un RPG táctico con poderosas combinaciones de equipo usadas para salvar un sistema informático retro.,Une RPG tactique dans lequel vous créez des builds puissants pour sauver un système informatique corrompu.,这是一款战术性RPG游戏，你要创造强大的装备来拯救一个复古的计算机系统。
T_STORE_SHORT_DESCRIPTION,"A tactical roguelite RPG where the items you choose define your character. Create powerful builds from an abundance of loot as you try to save a corrupted retro computer system in bite-sized tactical puzzles.
","Ein taktisches RPG, in dem die Gegenstände, die du wählst, deinen Charakter bestimmen. Erstelle mächtige Builds aus Unmengen von Beute und versuche in taktischen Puzzle-Happen ein korruptes Retro-Computersystem zu retten.","Un juego de rol táctico en el que los objetos que eliges definen a tu personaje. Crea poderosas combinaciones descubriendo gran cantidad de objetos, mientras intentas salvar un sistema informático corrupto y retro en un juego de puzles tácticos.",Un RPG rogue lite tactique où les objets que vous choisissez définissent votre personnage. Créez des builds puissants à partir d’une abondance de loot tout en essayant de sauver un système informatique corrompu à travers des puzzles tactiques.,"这是一款战术性的RPG游戏，你选择的物品决定了你的角色。从大量的战利品中创造出强大的装备，同时你要在一点一滴的战术谜题中试图拯救一个被破坏的复古计算机系统。
"
T_STORE_LONG_DESCRIPTION,"A tactical RPG fusing the best of roguelikes, turn-based tactics and hack and slash games – made by a solo developer with a penchant for minimalist designs.

- Fight through bite-sized tactical puzzles
- Create powerful builds from a plethora of items which grant you skills and can change gameplay mechanics
- Carry on your favorite items between runs in normal mode
- Start from scratch each week and compete with other players in the online ladder mode
- Try various playstyles and hunt for challenging achievements
- Enjoy a lovingly crafted story of ridiculous computer nostalgia and a blast of a retro soundtrack","Ein taktisches RPG, das das Beste aus Roguelikes, rundenbasierten Taktik- und Hack-and-Slash-Spielen vereint - entwickelt von einem Solo-Entwickler mit einer Vorliebe für minimalistisches Design.

- Kämpfe dich durch kleine taktische Puzzles
- Erstelle mächtige Builds aus einer Fülle von Gegenständen, die dir Fähigkeiten verleihen und die Spielmechanik verändern können
- Nimm deine Lieblingsgegenstände mit von Spiel zu Spiel im normalen Modus
- Fange jede Woche von vorne an und messe dich mit anderen Spielern im Online-Ranglisten-Modus
- Probiere verschiedene Spielstile aus und jage nach herausfordernden Errungenschaften
- Genieße eine liebevoll gestaltete Geschichte voller lächerlicher Computernostalgie und einen fetzigen Retro-Soundtrack","Un RPG táctico que mezcla lo mejor de los roguelikes, los juegos tácticos por turnos y los ""hack and slash"", y creado por un único desarrollador con predilección por los diseños minimalistas.

- Combate a través de puzles tácticos de tamaño reducido.
- Crea poderosas combinaciones de equipo, gracias a multitud de objetos con habilidades que pueden cambiar las mecánicas del juego.
- Completa ejecuciones con tus objetos favoritos en el modo Normal.
- Empieza desde cero cada semana y compite contra otros jugadores en el modo Carrera en línea.
- Prueba varios estilos de juego y consigue logros desafiantes.
- Disfruta de una historia hecha con cariño y con ridícula nostalgia informática, acompañada de una banda sonora de estilo retro.","Un RPG tactique fusionnant le meilleur des jeux rogue like, tour par tour et ""hack and slash"" - développé en solo par un indé ayant un penchant pour les conceptions minimalistes.

- Combattez dans des puzzles tactiques minimalistes
- Créez des builds puissants grâce à une grande quantité d'équipements divers et variés, vous conférant des stats et compétences uniques
- Conservez vos objets préférés d'un run à l'autre en mode Normal
- Recommencez de zéro et concourez chaque semaine dans le mode Ladder en ligne
- Débloquez de nombreux succès en variant les styles de jeu
- Suivez l'histoire amusante des protagonistes à travers un univers et une musique rétro
","这是一款融合了roguelikes、回合制战术和砍杀游戏的优点的战术性RPG游戏--由一个喜欢极简主义设计的独立开发者制作。

- 通过一点一点的战术谜题进行战斗
- 从大量的物品中创建强大的建筑，授予你技能，并能改变游戏机制。
- 在正常模式下，在游戏间携带使用你最喜欢的物品。
- 每周从头开始，在线天梯模式中与其他玩家竞争。
- 尝试各种玩法，寻找具有挑战性的成就。
- 享受一个精心制作的荒谬的电脑怀旧故事和复古的爆炸性背景音乐。"
T_BEEPER_SHOP_1,It's dangerous to go alone! Take this deal!,Es ist gefährlich allein da draußen! Nimm dieses Angebot!,"¡ Es peligroso ir por ahí solo! ¡ Toma, llévate esto! Está de oferta, ¿sabes?",C'est dangereux de partir seul ! Prends donc ce deal !,独自一人是很危险的！接受这笔交易！
T_BEEPER_SHOP_2,These prices are so good man I'm basically paying you to buy my stuff.,"Meine Preise sind so gut, ich bezahl dich quasi dafür mein Zeug zu kaufen.","Estos precios son tan buenos que casi te estoy pagando yo por que te los lleves, ¿sabes?",Tu ne trouveras pas de meilleur prix ! C'est presque moi qui te paye pour acheter mes trucs !,这些价格太好啦，我基本上是付钱给你买我的东西。
T_BEEPER_SHOP_3,Blackened Friday every day! Prices slashed forever!,Schwarzer Freitag jeden Tag! Für immer zerschlagene Preise!,"¡ Aquí siempre es ""Blacken"" Friday! ¡ Rebajas de precios, todo un ""Slash""! ","Ici, c'est tous les jours Black Friday ! Toujours en soldes !",每天都有黑色星期五!价格永无止境的减少!
T_BEEPER_SHOP_4,"I've seen you before, right? Sorry, my memory is corrupted. But stay awhile and listen or whatever?","Ich hab dich schonmal gesehen, oder? Sorry, mein Speicher ist defekt. Aber bleib ein Weilchen und hör zu...","Te he visto antes, ¿verdad? Lo siento, mi memoria está dañada. Pero quédate un rato. Podemos hablar, ¿sabes?","Je t’ai déjà vu, non ? Désolé, ma mémoire est corrompue. Mais reste un moment et écoute ou je ne sais pas ?",我以前见过你，对吗？对不起，我的记忆被破坏了。但是，待一会听我说？
T_BEEPER_SHOP_5,"My memory is faulty. All those thoughts, lost in time, like tears in rain, man.","Mein Speicher ist fehlerhaft, all diese Gedanken, verloren in der Zeit, wie Tränen im Regen, Alter!","Mi memoria está defectuosa. Todos esos pensamientos, perdidos en el tiempo, como lágrimas en la lluvia, ¿sabes?","J'ai la mémoire défectueuse. Toutes ses pensées, perdues dans le temps, comme des gouttes dans un océan mec.",我的记忆是错位的。所有这些想法，在时间中丢失，就像雨中的泪水，老伙计。
T_BEEPER_SHOP_6,"Is all this going somewhere? I sometimes feel like we're parked, man.",Wo führt das alles hin? Ich fühl mich manchmal als wären wir geparkt.,"¿Acaso va todo esto a algún lado? A veces siento que estamos completamente atrapados aquí, ¿sabes? ","Est-ce que tout ça nous mène vraiment quelque part ? Parfois, j'ai l'impression qu'on tourne en rond.",这些都是要去哪儿？我有时觉得我们被停下来了，伙计。
T_BEEPER_SHOP_7,I'm not saying we live in a computer game. But it's totally possible. Imagine that.,Ich sag nicht wir leben in einem Computerspiel – aber das wäre total möglich. Stell dir das mal vor!,"No digo que estemos dentro de un videojuego, pero... bueno, es posible. Imagínatelo, ¿sabes?",Je ne suis pas en train de dire qu'on vit dans un jeu vidéo. Mais c'est possible... imagine ça.,我不是说我们生活在一个电脑游戏中。但这是完全可能的。想象一下吧。
T_FEEDBACK_PROMPT,"Thanks again for your help with, uh, saving me and the store or whatever. Thought I could say thanks with some Kernels, all yours, on the house, no catches. That being said, business has been a bit slow with this whole ‘end of the system as we know it’ thing going on, so if you did want to leave a review it would really help a bot out. Whaddya say?",Danke nochmal dass du mich und meinen Laden gerettet hast! Voll nett von dir. Hier haste ein paar Kerne zum Dank. Und da wir schon dabei sind: mit all dem Weltuntergangskram könnte das etwas Geschäft belebt werden. Würdest du eine Bewertung abgeben? Das würde total helfen!,"Gracias de nuevo por ayudar a... estooo... salvarme y salvar la tienda, y esas cosas. Pensé que podría agradecértelo con un puñado de kernels, así que son tuyos. Invita la casa. No, no hay truco. Y después de esto, hablemos de lo lento que han ido los negocios con todo este tema del ""fin del sistema tal y como lo conocemos"". Así que si te apetece dejar una reseña, nos ayudará mucho. ¿Qué dices, te animas?","Encore merci pour ton aide avec, hum, me sortir de la galère et sauver le magasin. Bref, voilà quelques Kernels pour tout le grabuge, c’est la maison qui régale, sans contrepartie. Enfin... le business est un peu en berne avec les temps de fin du système qui courent ! Du coup, imaginons que tu souhaites nous dépanner à nouveau, tu pourrais laisser un avis pour les autres. Histoire qu’ils sachent qu’on est de bonne compagnie et qu’ils nous rendent une petite visite. T’en penses quoi ?
","再次感谢你的帮助，呃，拯救我和商店之类的。我想我可以用一些内核来表示感谢，都是你的，免费的，不收钱。话虽如此，但由于整个 ""我们所知道的系统的终结 ""的事情发生，生意一直有点缓慢，所以如果你想留下评论，这将真正帮助机器人。怎么样？"
T_WRITE_REVIEW,Write Review,Bewertung abgeben,Escribir reseña,Laisser un Avis,写评论
